Action,Date,Type,ApplicationNumber,BankName,Location,City,State,County,EndCmtPd
Consummated/Effective,2020-06-08,Branch Closings,2020-LB-BranchClosing-314938,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-06-08,Branch Closings,2020-NE-BranchClosing-314806,"People's United Bank, NA","Bridgeport Center, 850 Main Street",Bridgeport,CT,Fairfield, 
Consummated/Effective,2020-06-08,Relocation,2019-NE-Relocation-307341,"Santander Bank, NA","824 N. Market Street, Suite 100",Wilmington,DE,New Castle,2019-02-22
Consummated/Effective,2020-06-08,Branch Closings,2020-LB-BranchClosing-314106,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton, 
Consummated/Effective,2020-06-09,Branch Establishment,2019-SO-BranchNew-311619,"Austin Bank, Texas NA",200 East Commerce Street,Jacksonville,TX,Cherokee,2019-12-20
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314348,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-05-29
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314349,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-05-30
Receipt,2020-06-09,Branch Establishment,2020-LB-BranchNew-314826,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-07-09
Approved,2020-06-09,Branch Establishment,2020-WE-BranchNew-314457,"CIT Bank, NA",95 South Lake Avenue,Pasadena,CA,Los Angeles,2020-06-03
Approved,2020-06-09,Branch Establishment,2020-SO-BranchNew-314377,Community NB,500 West Illinois,Midland,TX,Midland,2020-06-05
Receipt,2020-06-09,Branch Closings,2020-LB-BranchClosing-314817,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton, 
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314299,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton,2020-06-05
Receipt,2020-06-09,Relocation,2020-SO-Relocation-314825,Finemark NB&T,12681 Creekside Lane,Fort Myers,FL,Lee,2020-06-25
Receipt,2020-06-09,Branch Closings,2020-LB-BranchClosing-314828,Huntington NB,17 South High Street,Columbus,OH,Franklin, 
Approved,2020-06-09,Subsidiaries & Equities,2020-LB-Subs&Equities-314642,Huntington NB,17 South High Street,Columbus,OH,Franklin, 
Consummated/Effective,2020-06-09,Branch Closings,2020-LB-BranchClosing-313048,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-09,Branch Closings,2020-LB-BranchClosing-314935,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-09,Branch Closings,2020-LB-BranchClosing-314936,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314432,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-05
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314433,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-05
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314434,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-05
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314435,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-05
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314436,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-05
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314438,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-05
Approved,2020-06-09,Relocation,2020-CE-Relocation-314556,Old NB,1 Main Street,Evansville,IN,Vanderburgh,2020-06-05
Consummated/Effective,2020-06-09,Branch Establishment,2020-LB-BranchNew-314092,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton,2020-04-11
Receipt,2020-06-10,Branch Closings,2020-SO-BranchClosing-314954,"BankUnited, NA",14817 Oak Lane,Miami Lakes,FL,Miami-Dade, 
Receipt,2020-06-10,Branch Closings,2020-WE-BranchClosing-314847,"CIT Bank, NA",95 South Lake Avenue,Pasadena,CA,Los Angeles, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313625,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313628,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313632,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Receipt,2020-06-10,Relocation,2020-LB-Relocation-314852,Huntington NB,17 South High Street,Columbus,OH,Franklin,2020-06-30
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-312922,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-312925,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-312929,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-06-10,Branch Establishment,2020-LB-BranchNew-314850,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-10
Receipt,2020-06-10,Relocation,2020-NE-Relocation-314842,Valley NB,615 Main Avenue,Passaic,NJ,Passaic,2020-06-25
Receipt,2020-06-10,Branch Closings,2020-SO-BranchClosing-314902,"Vast Bank, NA",110 N. Elgin Avenue,Tulsa,OK,Tulsa, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313699,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313700,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313702,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313703,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313704,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313718,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313719,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313720,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313723,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313725,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313731,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313732,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-314280,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-314841,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-10,Branch Closings,2020-LB-BranchClosing-314841,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-314843,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-10,Branch Closings,2020-LB-BranchClosing-314843,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-314844,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-10,Branch Closings,2020-LB-BranchClosing-314844,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-10,Branch Establishment,2020-LB-BranchNew-314845,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-07-10
Receipt,2020-06-11,Branch Closings,2020-SO-BranchClosing-314398,First NB Texas,507 N. Gray,Killeen,TX,Bell, 
Receipt,2020-06-11,Branch Establishment,2020-SO-BranchNew-314816,First NB Texas,507 N. Gray,Killeen,TX,Bell,2020-07-11
Consummated/Effective,2020-06-11,Branch Closings,2019-LB-BranchClosing-312290,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-312923,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-313745,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-314939,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-314940,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-11,Branch Establishment,2019-LB-BranchNew-309659,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-07-18
Receipt,2020-06-11,Branch Closings,2020-CE-BranchClosing-314622,Park NB,50 North Third Street,Newark,OH,Licking, 
Receipt,2020-06-11,Branch Establishment,2020-LB-BranchNew-314790,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-07-11
Receipt,2020-06-11,Branch Establishment,2020-LB-BranchNew-314797,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-07-11
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-313659,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton, 
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-313660,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314874,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314876,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314877,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314878,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314879,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314880,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314881,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314882,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314883,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314884,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314885,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314886,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314887,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314888,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314889,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314891,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314892,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-12,Branch Establishment,2020-LB-BranchNew-314893,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence,2020-07-12
Consummated/Effective,2020-06-12,Business Combinations,2020-NE-Combination-311909,"Community Bank, NA",45-49 Court Street,Canton,NY,St. Lawrence,2020-02-02
Consummated/Effective,2020-06-12,Terminations,2020-WE-Termination-314153,Community NB,901 Highway 60,Monett,MO,Barry, 
Consummated/Effective,2020-06-12,Branch Closings,2020-WE-BranchClosing-313693,Community West Bank NA,5827 Hollister Avenue,Goleta,CA,Santa Barbara, 
Consummated/Effective,2020-06-12,Branch Closings,2020-LB-BranchClosing-312510,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-12,Branch Closings,2020-LB-BranchClosing-314937,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314869,"TD Bank, NA",2035 Limestone Road,Wilmington,DE,New Castle, 
Receipt,2020-06-15,Fiduciary Powers,2020-WE-Fiduciary-314933,AMG National Tr Bank,"1155 Canyon Boulevard, Suite 310",Boulder,CO,Boulder, 
Approved,2020-06-15,Relocation,2020-SO-Relocation-314846,Broadway NB,1177 N.E. Loop 410,San Antonio,TX,Bexar,2020-06-12
Receipt,2020-06-15,Subsidiaries & Equities,2020-LB-Subs&Equities-314899,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-06-15,Subsidiaries & Equities,2020-LB-Subs&Equities-314900,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Consummated/Effective,2020-06-15,Branch Establishment,2020-CE-BranchNew-313954,Cornerstone NB & Tr Co,One West Northwest Highway,Palatine,IL,Cook,2020-04-15
Consummated/Effective,2020-06-15,Branch Establishment,2020-WE-BranchNew-314977,First Federal Bank & TR,671 Illinois Street,Sheridan,WY,Sheridan, 
Receipt,2020-06-15,Branch Establishment,2020-WE-BranchNew-314977,First Federal Bank & TR,671 Illinois Street,Sheridan,WY,Sheridan, 
Receipt,2020-06-15,Branch Closings,2020-LB-BranchClosing-314917,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-15,Branch Establishment,2019-LB-BranchNew-309905,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-08-07
Receipt,2020-06-15,Change in Bank Control,2020-WE-CBCA-314993,"New Omni Bank, NA",1235 South Garfield Avenue,Alhambra,CA,Los Angeles,2020-07-06
Deleted,2020-06-15,Branch Closings,2020-HQ-BranchClosing-314957,Trustmark NB,248 East Capitol Street,Jackson,MS,Hinds, 
Receipt,2020-06-15,Branch Closings,2020-HQ-BranchClosing-314957,Trustmark NB,248 East Capitol Street,Jackson,MS,Hinds, 
Receipt,2020-06-15,Branch Closings,2020-SO-BranchClosing-315082,Trustmark NB,248 East Capitol Street,Jackson,MS,Hinds, 
Consummated/Effective,2020-06-15,Branch Establishment,2017-NE-BranchNew-299748,Valley NB,615 Main Avenue,Passaic,NJ,Passaic,2017-10-20
Consummated/Effective,2020-06-15,Relocation,2018-LB-Relocation-306215,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2018-12-07
Consummated/Effective,2020-06-15,Relocation,2019-LB-Relocation-310047,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2019-08-20
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-313102,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg, 
Approved,2020-06-16,Relocation,2020-LB-Relocation-314449,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence,2020-06-06
Approved,2020-06-16,Relocation,2020-LB-Relocation-314606,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence,2020-06-04
Receipt,2020-06-16,Branch Establishment,2020-CE-BranchNew-314990,First NB of Bellevue,120 North Street,Bellevue,OH,Huron,2020-07-18
Consummated/Effective,2020-06-16,Change in Bank Control,2019-SO-CBCA-310185,Intercredit Bank NA,4725 Southwest 8th Street,Miami,FL,Dade,2019-08-17
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-313051,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-313813,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314935,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314936,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314937,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314938,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314939,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314940,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-315036,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Approved,2020-06-16,Branch Establishment,2020-LB-BranchNew-314507,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-12
Approved,2020-06-16,Branch Establishment,2020-LB-BranchNew-314508,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-12
Approved,2020-06-16,Branch Establishment,2020-LB-BranchNew-314540,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-12
Approved,2020-06-16,Branch Establishment,2020-LB-BranchNew-314541,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-13
Receipt,2020-06-16,Branch Establishment,2020-LB-BranchNew-314931,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-16
Receipt,2020-06-16,Branch Establishment,2020-LB-BranchNew-314932,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-16
Receipt,2020-06-16,Branch Closings,2020-CE-BranchClosing-314927,Liberty Svg Bk FSB,"3435 Airborne Road, Ste B",Wilmington,OH,Clinton, 
Receipt,2020-06-16,Branch Closings,2020-CE-BranchClosing-314928,Liberty Svg Bk FSB,"3435 Airborne Road, Ste B",Wilmington,OH,Clinton, 
Approved,2020-06-16,Conversions,2020-CE-Conversion-314328,Mid Central FSB,520 Jefferson St S,Wadena,MN,Wadena, 
Approved,2020-06-16,Branch Establishment,2020-LB-BranchNew-314454,"Santander Bank, NA","824 N. Market Street, Suite 100",Wilmington,DE,New Castle,2020-06-13
Approved,2020-06-16,Relocation,2020-LB-Relocation-314542,"TD Bank, NA",2035 Limestone Road,Wilmington,DE,New Castle,2020-06-14
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-313661,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton, 
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-313663,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton, 
Approved,2020-06-16,Branch Establishment,2020-NE-BranchNew-314537,Virginia NB,222 East Main Street,Charlottesville,VA,Charlottesville City,2020-06-15
Approved,2020-06-16,Relocation,2020-LB-Relocation-314692,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-06-13
Approved,2020-06-17,Branch Establishment,2020-LB-BranchNew-314539,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-06-14
Consummated/Effective,2020-06-17,Branch Closings,2020-LB-BranchClosing-313763,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Consummated/Effective,2020-06-17,Branch Closings,2020-LB-BranchClosing-313764,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Consummated/Effective,2020-06-17,Branch Closings,2020-LB-BranchClosing-313765,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Approved,2020-06-17,Relocation,2020-LB-Relocation-314607,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence,2020-06-05
Receipt,2020-06-17,Branch Establishment,2020-SO-BranchNew-314961,Fifth Dist Svg Bk,4000 General Degaulle Dr,New Orleans,LA,Orleans, 
Consummated/Effective,2020-06-17,Relocation,2020-LB-Relocation-313087,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton,2020-03-06
Approved,2020-06-17,Business Combinations,2020-CE-Combination-314103,"First Mid Bank & Trust, NA",1515 Charleston Avenue,Mattoon,IL,Coles,2020-06-12
Receipt,2020-06-17,Branch Closings,2020-LB-BranchClosing-314958,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Approved,2020-06-17,Relocation,2020-LB-Relocation-314731,"TD Bank, NA",2035 Limestone Road,Wilmington,DE,New Castle,2020-06-16
Receipt,2020-06-17,Branch Establishment,2020-LB-BranchNew-314951,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-07-17
Receipt,2020-06-17,Branch Establishment,2020-LB-BranchNew-314956,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-07-17
Receipt,2020-06-18,Relocation,2020-LB-Relocation-314970,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence,2020-07-02
Receipt,2020-06-18,Branch Closings,2020-CE-BranchClosing-314971,"CNB Bank & Trust, NA",West Side Square,Carlinville,IL,Macoupin, 
Receipt,2020-06-18,Branch Closings,2020-CE-BranchClosing-314974,"CNB Bank & Trust, NA",West Side Square,Carlinville,IL,Macoupin, 
Approved,2020-06-18,Relocation,2020-CE-Relocation-313285,"First Mid Bank & Trust, NA",1515 Charleston Avenue,Mattoon,IL,Coles,2020-06-13
Approved,2020-06-18,Business Combinations,2020-CE-Combination-314530,First NB of Waterloo,228 South Main Street,Waterloo,IL,Monroe,2020-06-10
Receipt,2020-06-18,Subsidiaries & Equities,2020-SO-Subs&Equities-314969,"Incommons Bank, N. A.",301 East Commerce,Mexia,TX,Limestone, 
Receipt,2020-06-18,Branch Establishment,2020-LB-BranchNew-314972,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-17
Receipt,2020-06-18,Branch Establishment,2020-LB-BranchNew-314973,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-16
Receipt,2020-06-18,Branch Establishment,2020-LB-BranchNew-314982,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton,2020-07-17
Receipt,2020-06-18,Branch Closings,2020-NE-BranchClosing-314980,Valley NB,615 Main Avenue,Passaic,NJ,Passaic, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314965,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg, 
Consummated/Effective,2020-06-19,Subsidiaries & Equities,2020-SO-Subs&Equities-315080,Citizens NB of Texas,200 N. Elm Street,Waxahachie,TX,Ellis, 
Receipt,2020-06-19,Branch Establishment,2020-NE-BranchNew-315003,"Grasshopper Bank, NA","915 Broadway, 7th Floor",New York,NY,New York,2020-07-22
Receipt,2020-06-19,Branch Establishment,2020-LB-BranchNew-314995,Huntington NB,17 South High Street,Columbus,OH,Franklin,2020-07-19
Receipt,2020-06-19,Branch Establishment,2020-LB-BranchNew-315002,Huntington NB,17 South High Street,Columbus,OH,Franklin,2020-07-19
Withdrawn,2020-06-19,Branch Establishment,2018-LB-BranchNew-305351,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2018-10-19
Consummated/Effective,2020-06-19,Branch Closings,2020-LB-BranchClosing-314679,KeyBank NA,127 Public Square,Cleveland,OH,Cuyahoga, 
Consummated/Effective,2020-06-19,Branch Closings,2020-LB-BranchClosing-312652,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Consummated/Effective,2020-06-19,Branch Closings,2020-LB-BranchClosing-313911,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314808,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314809,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314810,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314811,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314822,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314823,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314833,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314834,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
