Action,Date,Type,ApplicationNumber,BranchName,Location,City,State,County,EndCmtPd
Consummated/Effective,2020-06-08,Relocation,2019-NE-Relocation-307341,Gloucester,154 MAIN STREET,GLOUCESTER,MA,Essex,2019-02-22
Consummated/Effective,2020-06-08,Branch Closings,2020-LB-BranchClosing-314106,Kyle Street Office,200 KYLE STREET,ROGERSVILLE,TN,Hawkins, 
Consummated/Effective,2020-06-08,Branch Closings,2020-LB-BranchClosing-313208,Lakeway Fred Meyer,800 LAKEWAY DR,BELLINGHAM,WA,Whatcom, 
Consummated/Effective,2020-06-08,Branch Closings,2020-LB-BranchClosing-314938,Lynnwood Fred Meyer,"4615 196TH ST SW, STE 105",LYNNWOOD,WA,Snohomish, 
Receipt,2020-06-08,Branch Closings,2020-NE-BranchClosing-314806,Meriden West Stop & Shop Branch,566 West Main Street,Meriden,CT,New Haven, 
Consummated/Effective,2020-06-08,Branch Closings,2020-LB-BranchClosing-312924,Washington and Dove,365 WEST WASHINGTON STREET,SAN DIEGO,CA,San Diego, 
Consummated/Effective,2020-06-08,Relocation,2019-NE-Relocation-311784,West Seneca,101 SLADE AVENUE,W. SENECA,NY,Erie,2019-12-14
Receipt,2020-06-09,Relocation,2020-SO-Relocation-314825, , , , , ,2020-06-25
Approved,2020-06-09,Subsidiaries & Equities,2020-LB-Subs&Equities-314642, , , , , , 
Consummated/Effective,2020-06-09,Branch Establishment,2020-LB-BranchNew-314092,Broomfield CO,4660 W. 121st Ave.,Broomfield,CO,Broomfield,2020-04-11
Approved,2020-06-09,Relocation,2020-CE-Relocation-314556,Columbus Main Branch,501 Washington Street,Columbus,IN,Bartholomew,2020-06-05
Receipt,2020-06-09,Branch Establishment,2020-LB-BranchNew-314826,Commons at Southtowne,10495 S. State St.,Sandy,UT,Salt Lake,2020-07-09
Approved,2020-06-09,Branch Establishment,2020-SO-BranchNew-314377,Community National Bank,12509 Quaker Avenue,Lubbock,TX,Lubbock,2020-06-05
Consummated/Effective,2020-06-09,Branch Closings,2020-LB-BranchClosing-313048,Cornelius Fred Meyer,2200 BASELINE RD,CORNELIUS,OR,Washington, 
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314433,Doylestown,NWC North Main Street and Spruce Street,Doylestown,PA,Bucks,2020-06-05
Consummated/Effective,2020-06-09,Branch Closings,2020-LB-BranchClosing-314935,Four Flaggs Center,"8205 W GOLF ROAD, STE 2",NILES,IL,Cook, 
Receipt,2020-06-09,Branch Closings,2020-LB-BranchClosing-314817,Grand Haven West Drive-Up,201 Columbus Street,Grand Haven,MI,Ottawa, 
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314438,Guilderland,NEC Western Avenue and New Kamer Road,Guilderland,NY,Albany,2020-06-05
Approved,2020-06-09,Branch Establishment,2020-WE-BranchNew-314457,Jordan Downs,9901 South Alameda Street,Los Angeles,CA,Los Angeles,2020-06-03
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314349,New Albany,5438 N Hamilton Road,Columbus,OH,Franklin,2020-05-30
Consummated/Effective,2020-06-09,Branch Closings,2020-LB-BranchClosing-314936,North Auburn Fred Meyer,"801 AUBURN WAY N, STE D",AUBURN,WA,King, 
Receipt,2020-06-09,Branch Closings,2020-LB-BranchClosing-314828,Novi Private Banking,39555 Orchard Hill Place,Novi,MI,Oakland, 
Consummated/Effective,2020-06-09,Branch Establishment,2019-SO-BranchNew-311619,Palestine Drive-In,110 East Spring Street,Palestine,TX,Anderson,2019-12-20
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314432,Portsmouth,SEC Woodbury Avenue and Commerce Way,Portsmouth,NH,Rockingham,2020-06-05
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314435,Saint Charles,SEC Zumbehl Road and Regency Parkway,Saint Charles,MO,St Charles,2020-06-05
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314434,Tualatin Sherwood,SWC SW Tualatin Sherwood Road and SW Boones Ferry Road,Tualatin,OR,Washington,2020-06-05
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314348,Village at the Peaks,1246 S. Hover St.,Longmont,CO,Boulder,2020-05-29
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314299,West End BC,656 South Main Street,Greenville,SC,Greenville,2020-06-05
Approved,2020-06-09,Branch Establishment,2020-LB-BranchNew-314436,Wethersfield,SWC Mill Street and Silas Deane Highway,Wethersfield,CT,Hartford,2020-06-05
Receipt,2020-06-10,Relocation,2020-LB-Relocation-314852,9127 Hamtramck Branch,9301 JOSEPH CAMPAU,HAMTRAMCK,MI,Wayne,2020-06-30
Receipt,2020-06-10,Branch Establishment,2020-LB-BranchNew-314850,Admiral Doyle,SWC East Admiral Doyle Dr aka Hwy 647 & S. Lewis Street,New Iberia,LA,Iberia,2020-07-10
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313725,Alamance Crossing,1796 GLIDEWELL DRIVE,BURLINGTON,NC,Alamance, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313720,Citizens Banking Center,1641 TENNESSEE AVENUE,DALHART,TX,Hartley, 
Receipt,2020-06-10,Branch Establishment,2020-LB-BranchNew-314845,Clear Lake Market Place,5440 El Dorado Blvd,Houston,TX,Harris,2020-07-10
Receipt,2020-06-10,Relocation,2020-NE-Relocation-314842,Cliffside Park Branch,742 Anderson Ave,Cliffside Park,NJ,Bergen,2020-06-25
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313628,Concord Shaw's,20 FORT EDDY STREET,AMHERST,NH,Hillsborough, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313700,East Portland,310 S. EAST TAYLOR,PORTLAND,OR,Multnomah, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-312929,Glenwood Fred Meyer,5425 CHINDEN BLVD,GARDEN CITY,ID,Ada, 
Receipt,2020-06-10,Branch Closings,2020-SO-BranchClosing-314954,Hobesound/Island Crossing,11750 SE FEDERAL HIGHWAY,HOBESOUND,FL,Martin, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313731,Imperial Point Office,6245 NORTH FEDERAL HIGHWAY,FORT LAUDERDALE,FL,Broward, 
Receipt,2020-06-10,Branch Closings,2020-SO-BranchClosing-314902,Ketchum Branch,HIGHWAY 85 & 6TH STREET,KETCHUM,OK,Craig, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313703,Lakehills Office,FM 1283 AT PARK ROAD 37,LAKEHILLS,TX,Bandera, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313702,Lancaster Office,"LANCASTER MALL, 831 LANCASTER DRIVE",SALEM,OR,Marion, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313632,Millers Woods,131 Donahue Road,Greensburg,PA,Westmoreland, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313699,North Temple,1955 WEST NORTH TEMPLE,SALT LAKE CITY,UT,Salt Lake, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-314843,Northside Pkwy Drive Thru,3330 NORTHSIDE PKWY NW,ATLANTA,GA,Fulton, 
Receipt,2020-06-10,Branch Closings,2020-LB-BranchClosing-314843,Northside Pkwy Drive Thru,3330 NORTHSIDE PKWY NW,ATLANTA,GA,Fulton, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313719,Orangethorpe Branch,"1661 NORTH RAYMOND, SUITE 102",ANAHEIM,CA,Orange, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313723,Riverside,803 LOMAX STREET,JACKSONVILLE,FL,Duval, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-312922,South Everett Fred Meyer,"8530 EVERGREEN WAY, STE A",EVERETT,WA,Snohomish, 
Receipt,2020-06-10,Branch Closings,2020-WE-BranchClosing-314847,Tampa Branch,5401 West Kennedy Boulevard,Tampa,FL,Hillsborough, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-314280,The Matador,18111 NORDHOFF STREET,NORTHRIDGE,CA,Los Angeles, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-312925,Thor Street Fred Meyer,"400 S THOR ST, STE A",SPOKANE,WA,Spokane, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313704,Washington Twp.,500 HURFFVILLE-CROSS KEYS RD.,SEWELL,NJ,Gloucester, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-314841,Wells Fargo Center Lobby,90 S 7th St,MINNEAPOLIS,MN,Hennepin, 
Receipt,2020-06-10,Branch Closings,2020-LB-BranchClosing-314841,Wells Fargo Center Lobby,90 S 7th St,MINNEAPOLIS,MN,Hennepin, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-314844,West University,5586 WESLAYAN STREET,HOUSTON,TX,Harris, 
Receipt,2020-06-10,Branch Closings,2020-LB-BranchClosing-314844,West University,5586 WESLAYAN STREET,HOUSTON,TX,Harris, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313732,Whitehouse Office,416 ROUTE 22,WHITEHOUSE STATION,NJ,Hunterdon, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313625,Woodstock,431 WOODSTOCK ROAD,WOODSTOCK,VT,Windsor, 
Consummated/Effective,2020-06-10,Branch Closings,2020-LB-BranchClosing-313718,Yale & Monaco Branch,6460 EAST YALE AVENUE,DENVER,CO,Denver, 
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-313660,Bismarck Ar,6677 HIGHWAY 7,BISMARCK,AR,Hot Spring, 
Consummated/Effective,2020-06-11,Branch Establishment,2019-LB-BranchNew-309659,Cave Creek Rd and Carefree Hwy,"5355 E Carefree Hwy, Bldg F",Cave Creek,AZ,Maricopa,2019-07-18
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-314939,Church Ave & Utica Avenue,5015 CHURCH AVE,BROOKLYN,NY,Kings, 
Receipt,2020-06-11,Branch Establishment,2020-SO-BranchNew-314816,El Paso First National Bank Texas,"501 Executive Center, Suite 101",El Paso,TX,El Paso,2020-07-11
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-312923,Farmingdale Banking Center,334 MAIN STREET,FARMINGDALE,NY,Nassau, 
Receipt,2020-06-11,Branch Closings,2020-SO-BranchClosing-314398,First Convenience Bank,8840 BENBROOK BOULEVARD,BENBROOK,TX,Tarrant, 
Receipt,2020-06-11,Branch Establishment,2020-LB-BranchNew-314797,HIghland Village,3948 Westheimer Rd,Houston,TX,Harris,2020-07-11
Consummated/Effective,2020-06-11,Branch Closings,2019-LB-BranchClosing-312290,Hollywood West Fred Meyer,3030 NE WEIDLER ST,PORTLAND,OR,Multnomah, 
Receipt,2020-06-11,Branch Establishment,2020-LB-BranchNew-314790,Katy,23501 Cinco Ranch Blvd,Katy,TX,Fort Bend,2020-07-11
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-314940,North Burien Fred Meyer,"14300 1ST AVE S, STE B",BURIEN,WA,King, 
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-313659,Northtown WA,123 E Queen Ave,Spokane,WA,Spokane, 
Consummated/Effective,2020-06-11,Branch Closings,2020-LB-BranchClosing-313745,Port Orchard Fred Meyer,"1900 SE SEDGWICK RD, STE A",PORT ORCHARD,WA,Kitsap, 
Receipt,2020-06-11,Branch Closings,2020-CE-BranchClosing-314622,West Chester Office,8366 Princeton-Glendale Road,West Chester,OH,Butler, 
Consummated/Effective,2020-06-12,Business Combinations,2020-NE-Combination-311909, , , , , ,2020-02-02
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314880,18th & M NW,"1800 M STREET, NW",WASHINGTON,DC,District of Columbia, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314883,69TH & 3rd,1180 Third AVENUE@69TH STREET,NEW YORK,NY,New York, 
Consummated/Effective,2020-06-12,Terminations,2020-WE-Termination-314153,Aurora Banking Center,444 SOUTH RINKER,AURORA,MO,Lawrence, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314869,Aventura,20495 Biscayne Boulevard,Aventura,FL,Miami-Dade, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314882,Bay Terrace,211-47 26TH AVENUE,BAYSIDE,NY,Queens, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314889,Bent Tree,17561 DALLAS PARKWAY,DALLAS,TX,Dallas, 
Receipt,2020-06-12,Branch Establishment,2020-LB-BranchNew-314893,East 9th Street,2000 East 9th Street,Cleveland,OH,Cuyahoga,2020-07-12
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314886,Elysian Fields Branch,115 MAIN STREET,ELYSIAN FIELDS,TX,Harrison, 
Consummated/Effective,2020-06-12,Branch Closings,2020-LB-BranchClosing-314937,Fair Lawn,1351 RIVER ROAD,FAIR LAWN,NJ,Bergen, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314884,Great Falls,9863 GEORGETOWN PIKE,GREAT FALLS,VA,Fairfax, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314877,Haynesville Drive-Up Office,9999 Highway 79,Haynesville,LA,Claiborne, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314879,Haynesville Office,1914 Main Street,Haynesville,LA,Claiborne, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314876,Homer Office,617 WEST MAIN STREET,HOMER,LA,Claiborne, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314887,Longview Branch,1701 NORTH WEST LOOP 281,LONGVIEW,TX,Gregg, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314891,Marshall,100 NORTH BOLIVAR STREET,MARSHALL,TX,Tyler, 
Consummated/Effective,2020-06-12,Terminations,2020-WE-Termination-314153,Messenger Service,901 HIGHWAY 60,MONETT,MO,Barry, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314885,Mill Basin,2102-2128 RALPH AVENUE,BROOKLYN,NY,Kings, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314874,Northwest Office,301 NORTHWEST BOULEVARD,FRANKLIN,LA,St Mary, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314878,Oakdale Office,115 NORTH ELEVENTH STREET,OAKDALE,LA,Allen, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314881,Rehoboth,19268 OLD LANDING ROAD,REHOBOTH,DE,Sussex, 
Consummated/Effective,2020-06-12,Branch Closings,2020-LB-BranchClosing-312510,Sacramento - Freeport,4701 FREEPORT BLVD,SACRAMENTO,CA,Sacramento, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314888,Tribeca,90 WEST BROADWAY,NEW YORK,NY,New York, 
Receipt,2020-06-12,Branch Closings,2020-LB-BranchClosing-314892,West 34th,11097A NORTHWEST FREEWAY,HOUSTON,TX,Harris, 
Consummated/Effective,2020-06-12,Branch Closings,2020-WE-BranchClosing-313693,Westlake Village,"951 WESTLAKE BLVD., SUITE 100",WESTLAKE VILLAGE,CA,Ventura, 
Receipt,2020-06-15,Change in Bank Control,2020-WE-CBCA-314993, , , , , ,2020-07-06
Receipt,2020-06-15,Fiduciary Powers,2020-WE-Fiduciary-314933, , , , , , 
Receipt,2020-06-15,Subsidiaries & Equities,2020-LB-Subs&Equities-314899, , , , , , 
Receipt,2020-06-15,Subsidiaries & Equities,2020-LB-Subs&Equities-314900, , , , , , 
Consummated/Effective,2020-06-15,Relocation,2019-LB-Relocation-310047,18th and K Street Office,"1800 K STREET, N.W.",WASHINGTON,DC,District of Columbia,2019-08-20
Consummated/Effective,2020-06-15,Branch Establishment,2020-CE-BranchNew-313954,Cornerstone National Bank & Trust Company - Schaumburg IL Branch,"650 East Algonquin Road, Suite 100",Schaumburg,IL,Cook,2020-04-15
Consummated/Effective,2020-06-15,Branch Establishment,2020-WE-BranchNew-314977,First Fedeal Bank & Trust - Billings branch,"1575 Shiloh Road, Suite H",Billings,MT,Yellowstone, 
Receipt,2020-06-15,Branch Establishment,2020-WE-BranchNew-314977,First Fedeal Bank & Trust - Billings branch,"1575 Shiloh Road, Suite H",Billings,MT,Yellowstone, 
Consummated/Effective,2020-06-15,Branch Establishment,2017-NE-BranchNew-299748,Hamlin Groves,Intersection of New Independence Parkway and Hamlin Groves,Winter Garden,FL,Orange,2017-10-20
Approved,2020-06-15,Relocation,2020-SO-Relocation-314846,Kerrville,500 MAIN STREET,KERRVILLE,TX,Kerr,2020-06-12
Receipt,2020-06-15,Branch Closings,2020-LB-BranchClosing-314917,Orchards Park Fred Meyer,7411 NE 117TH AVE,VANCOUVER,WA,Clark, 
Deleted,2020-06-15,Branch Closings,2020-HQ-BranchClosing-314957,Sawmill Branch,1005 SAWMILL ROAD,LAUREL,MS,Jones, 
Receipt,2020-06-15,Branch Closings,2020-HQ-BranchClosing-314957,Sawmill Branch,1005 SAWMILL ROAD,LAUREL,MS,Jones, 
Consummated/Effective,2020-06-15,Relocation,2018-LB-Relocation-306215,State Road 84 Office,1100 WEST STATE ROAD 84,FORT LAUDERDALE,FL,Broward,2018-12-07
Consummated/Effective,2020-06-15,Branch Establishment,2019-LB-BranchNew-309905,Wentworh and Freeport,"4680 Freeport Blvd, Ste 110",Sacramento,CA,Sacramento,2019-08-07
Receipt,2020-06-15,Branch Closings,2020-SO-BranchClosing-315082,West Laurel Branch,1500 WEST FIRST STREET,LAUREL,MS,Jones, 
Consummated/Effective,2020-06-16,Change in Bank Control,2019-SO-CBCA-310185, , , , , ,2019-08-17
Approved,2020-06-16,Conversions,2020-CE-Conversion-314328, , , , , , 
Approved,2020-06-16,Relocation,2020-LB-Relocation-314542,32nd and Park Avenue Branch,475 PARK AVENUE SOUTH,NEW YORK,NY,New York,2020-06-14
Approved,2020-06-16,Relocation,2020-LB-Relocation-314606,Beacon,364 MAIN STREET,BEACON,NY,Dutchess,2020-06-04
Approved,2020-06-16,Branch Establishment,2020-LB-BranchNew-314540,Bellevue,SEC Highway 70 S and Coley Davis Road,Nashville,TN,Davidson,2020-06-12
Approved,2020-06-16,Branch Establishment,2020-LB-BranchNew-314454,Boston - Nubian Square,2181 Washington Street,Roxbury,MA,Suffolk,2020-06-13
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-313051,Bristol,308 S DIVISION STREET,BRISTOL,IN,Elkhart, 
Receipt,2020-06-16,Branch Establishment,2020-LB-BranchNew-314932,Cary Street and 13th Street,NEC East Cary Street and South 13th Street,Richmond,VA,Richmond City,2020-07-16
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314939,Church Ave & Utica Avenue,5015 CHURCH AVE,BROOKLYN,NY,Kings, 
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314937,Fair Lawn,1351 RIVER ROAD,FAIR LAWN,NJ,Bergen, 
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314935,Four Flaggs Center,"8205 W GOLF ROAD, STE 2",NILES,IL,Cook, 
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-313661,Galion Office,1 PUBLIC SQUARE,GALION,OH,Crawford, 
Approved,2020-06-16,Relocation,2020-LB-Relocation-314449,Hyde Park Shaw's,1377 HYDE PARK AVE,HYDE PARK,MA,Suffolk,2020-06-06
Receipt,2020-06-16,Branch Closings,2020-CE-BranchClosing-314927,Liberty Svg Bk Fsb - Granby Branch,129 East Agate Avenue,Granby,CO,Grand, 
Receipt,2020-06-16,Branch Closings,2020-CE-BranchClosing-314928,Liberty Svg Bk Fsb - Monaco & Yale Branch,6460 East Yale Avenue,Denver,CO,Denver, 
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314938,Lynnwood Fred Meyer,"4615 196TH ST SW, STE 105",LYNNWOOD,WA,Snohomish, 
Approved,2020-06-16,Branch Establishment,2020-LB-BranchNew-314507,Maple Avenue Shopping Center,SEC Maple Avenue East aka Hwy 123 and Glyndon Street SE,Vienna,VA,Fairfax,2020-06-12
Receipt,2020-06-16,Branch Establishment,2020-LB-BranchNew-314931,Norristown,SWC West Main Street and Hamilton Street,Norristown,PA,Montgomery,2020-07-16
Approved,2020-06-16,Relocation,2020-LB-Relocation-314692,North 19th,1400 NORTH 19TH STREET,BOZEMAN,MT,Gallatin,2020-06-13
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314936,North Auburn Fred Meyer,"801 AUBURN WAY N, STE D",AUBURN,WA,King, 
Receipt,2020-06-16,Branch Closings,2020-LB-BranchClosing-314940,North Burien Fred Meyer,"14300 1ST AVE S, STE B",BURIEN,WA,King, 
Receipt,2020-06-16,Branch Establishment,2020-CE-BranchNew-314990,Perkins Branch,4000 Milan Road,Sandusky,OH,Erie,2020-07-18
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-313663,Pomeroy Branch,804 MAIN STREET,POMEROY,WA,Garfield, 
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-315036,Redmond Fred Meyer,"944 SW 9TH ST, STE 101",REDMOND,OR,Deschutes, 
Approved,2020-06-16,Branch Establishment,2020-NE-BranchNew-314537,Roseneath Office,1401 Roseneath Road,Richmond,VA,Richmond City,2020-06-15
Approved,2020-06-16,Branch Establishment,2020-LB-BranchNew-314541,Sewickley,NWC Beaver Street and Broad Street,Sewickley,PA,Allegheny,2020-06-13
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-313102,Tierrasanta Branch,10701 TIERRASANTA BLVD.,SAN DIEGO,CA,San Diego, 
Approved,2020-06-16,Branch Establishment,2020-LB-BranchNew-314508,Tysons Greensboro,SWC Greensboro Drive and International Drive aka Hwy 684,McLean,VA,Fairfax,2020-06-12
Consummated/Effective,2020-06-16,Branch Closings,2020-LB-BranchClosing-313813,Westpark Tollway Banking Center,17225 WESTHEIMER ROAD,HOUSTON,TX,Fort Bend, 
Approved,2020-06-17,Business Combinations,2020-CE-Combination-314103, , , , , ,2020-06-12
Consummated/Effective,2020-06-17,Relocation,2020-LB-Relocation-313087,00891 Hurstbourne BC,9990 Ormsby Station Road,Louisville,KY,Jefferson,2020-03-06
Approved,2020-06-17,Relocation,2020-LB-Relocation-314731,50th & Broadway Branch,1633 BROADWAY,NEW YORK,NY,New York,2020-06-16
Receipt,2020-06-17,Branch Closings,2020-LB-BranchClosing-314958,Carefree & 48th Street Frys,"4815 EAST CAREFREE HIGHWAY, SUITE 100",CAVE CREEK,AZ,Maricopa, 
Consummated/Effective,2020-06-17,Branch Closings,2020-LB-BranchClosing-313764,Edgewood Square Giant Eagle,1705 S Braddock Ave,Pittsburgh,PA,Allegheny, 
Receipt,2020-06-17,Branch Establishment,2020-SO-BranchNew-314961,Fifth District Savings Bank - Lakeview Branch,"425 Harrison Avenue, Suite 1100",New Orleans,LA,Orleans, 
Approved,2020-06-17,Branch Establishment,2020-LB-BranchNew-314539,Hamburg Place,1808 Alysheba Way,Lexington,KY,Fayette,2020-06-14
Consummated/Effective,2020-06-17,Branch Closings,2020-LB-BranchClosing-313763,Millersville Center,515-C Leaman Avenue,Millersville,PA,Lancaster, 
Consummated/Effective,2020-06-17,Branch Closings,2020-LB-BranchClosing-313765,Monroe / Talmadge,5072 MONROE STREET,TOLEDO,OH,Lucas, 
Approved,2020-06-17,Relocation,2020-LB-Relocation-314607,North Haven,127 WASHINGTON AVE.,HAMDEN,CT,New Haven,2020-06-05
Receipt,2020-06-17,Branch Establishment,2020-LB-BranchNew-314956,Prosperity Church,5920 Highlands Shoppes Dr,Charlotte,NC,Mecklenburg,2020-07-17
Receipt,2020-06-17,Branch Establishment,2020-LB-BranchNew-314951,The Shoppes at Kingsgate,1319 Kingwood Dr,Kingwood,TX,Harris,2020-07-17
Approved,2020-06-18,Business Combinations,2020-CE-Combination-314530, , , , , ,2020-06-10
Receipt,2020-06-18,Subsidiaries & Equities,2020-SO-Subs&Equities-314969, , , , , , 
Receipt,2020-06-18,Branch Closings,2020-NE-BranchClosing-314980,Canal,93 CANAL ST,NEW YORK,NY,New York, 
Approved,2020-06-18,Relocation,2020-CE-Relocation-313285,Clayton Branch,"225 South Meramec Avenue, Suite 302",Clayton,MO,St Louis,2020-06-13
Receipt,2020-06-18,Relocation,2020-LB-Relocation-314970,Germantown,5500 Germantown Avenue,Philadelphia,PA,Philadelphia,2020-07-02
Receipt,2020-06-18,Branch Closings,2020-CE-BranchClosing-314974,Jacksonville Savings Bank,1211 West Morton Avenue,Jacksonville,IL,Morgan, 
Receipt,2020-06-18,Branch Closings,2020-CE-BranchClosing-314971,Not Given,111 KEATING STREET,Shipman,IL,Macoupin, 
Receipt,2020-06-18,Branch Establishment,2020-LB-BranchNew-314973,Prices Corner Shopping Center,SEC Kirkwood Hwy aka Hwy 41 and Albertson Blvd,Wilmington,DE,New Castle,2020-07-16
Receipt,2020-06-18,Branch Establishment,2020-LB-BranchNew-314982,PWM Kansas City,4600 Madison Avenue,Kansas City,MO,Jackson,2020-07-17
Receipt,2020-06-18,Branch Establishment,2020-LB-BranchNew-314972,The Collective at Canton,NWC Boston Street and South Haven Street,Baltimore,MD,Baltimore City,2020-07-17
Consummated/Effective,2020-06-19,Subsidiaries & Equities,2020-SO-Subs&Equities-315080, , , , , , 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314808,1919 Pennsylvania Avenue,"1919 PENNSYLVANIA AVENUE, N.W.",WASHINGTON,DC,District of Columbia, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314809,Aberdeen @Stop & Shop Branch,112 Highway 34,Aberdeen,NJ,Monmouth, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314810,Amherst Office,2201 KRESGE DRIVE,AMHERST,OH,Lorain, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314811,Benson,400 S Wall St,Benson,NC,Johnston, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314822,Cedar Hill,"148 Route 73, Suite #2",Voorhees,NJ,Camden, 
Receipt,2020-06-19,Branch Establishment,2020-LB-BranchNew-315001,Clemson University,720 McMillan rd,Clemson,SC,Pickens,2020-07-22
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314833,Concord Square @ Super G,4301 CONCORD PIKE,WILMINGTON,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314834,Cross Keys Village,"620 HARMONY DRIVE, ROOM 5025",NEW OXFORD,PA,Adams, 
Receipt,2020-06-19,Branch Establishment,2020-NE-BranchNew-315003,Durham Branch,2510 Meridian Parkway,Durham,NC,Durham,2020-07-22
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314835,Elizabeth City,606 E Main St,Elizabeth City,NC,Pasquotank, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314911,Euclid-14th Street Branch,1401-1501 EUCLID AVENUE,CLEVELAND,OH,Cuyahoga, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314836,Flourtown,1316 BETHLEHEM PIKE,FLOURTOWN,PA,Montgomery, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314837,Garret Mountain Plaza,1 GARRET MOUNTAIN PLZ,Woodland Park,NJ,Passaic, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314858,Gladwyne,954 YOUNGSFORD ROAD,GLADWYNE,PA,Montgomery, 
